COUNTY_ID,COUNTY,TOWN_ID,TOWN,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
10013,屏東縣,10013270,霧臺鄉,105.18,3.06,10.65,32.22,13.73,18.49,134.72,106Y12M
10013,屏東縣,10013070,麟洛鄉,108.08,2.91,796.7,36.04,10.35,25.68,248.04,106Y12M
10013,屏東縣,10013100,鹽埔鄉,108.54,3.31,439.35,35.21,13.84,21.37,154.42,106Y12M
10005,苗栗縣,10005130,三義鄉,112.06,2.97,244.18,38.93,16.81,22.12,131.6,106Y12M
10005,苗栗縣,10005160,三灣鄉,120.21,2.81,124.66,43.93,13.85,30.08,217.23,106Y12M
10005,苗栗縣,10005080,大湖鄉,113.38,2.72,162.48,43.77,14.76,29.01,196.56,106Y12M
10005,苗栗縣,10005090,公館鄉,109.28,3.14,471.13,39.71,17.08,22.64,132.56,106Y12M
10005,苗栗縣,10005040,竹南鎮,101.91,2.93,2056.94,39.11,23.54,15.58,66.19,106Y12M
10005,苗栗縣,10005140,西湖鄉,125.89,2.7,174.77,44.35,10.98,33.37,304.04,106Y12M
10005,苗栗縣,10005070,卓蘭鎮,110.13,2.83,221.34,41.79,13.99,27.81,198.82,106Y12M
10005,苗栗縣,10005110,南庄鄉,122.09,2.59,62.8,44.38,15.48,28.9,186.71,106Y12M
10005,苗栗縣,10005060,後龍鎮,112.05,3.08,426.67,41.13,16.74,24.39,145.67,106Y12M
10005,苗栗縣,10005010,苗栗市,99.74,2.84,2368.02,40.42,17.99,22.43,124.72,106Y12M
10005,苗栗縣,10005020,苑裡鎮,108.85,3.14,660.85,36.27,15.39,20.88,135.71,106Y12M
10005,苗栗縣,10005180,泰安鄉,115.73,3,9.76,35.02,17.19,17.83,103.74,106Y12M
10005,苗栗縣,10005030,通霄鎮,112.01,2.99,304.87,41.42,14.46,26.96,186.39,106Y12M
10005,苗栗縣,10005150,造橋鄉,111.53,3.15,267.65,38.2,14.54,23.66,162.66,106Y12M
10005,苗栗縣,10005170,獅潭鄉,127.45,2.57,55.64,49.32,10.14,39.18,386.33,106Y12M
10005,苗栗縣,10005100,銅鑼鄉,113.87,2.95,232.3,41.76,15.75,26.01,165.16,106Y12M
10005,苗栗縣,10005050,頭份市,102,2.97,1948.52,38.24,21.54,16.7,77.54,106Y12M
10005,苗栗縣,10005120,頭屋鄉,113.51,2.98,210.14,40.43,14.03,26.4,188.18,106Y12M
68000,桃園市,68000080,八德區,100.36,2.81,5862.09,33.86,19.58,14.28,72.92,106Y12M
68000,桃園市,68000060,大園區,104.57,2.71,1024.49,34.22,19.72,14.5,73.55,106Y12M
68000,桃園市,68000030,大溪區,104.02,2.92,898.93,36.93,19.18,17.75,92.56,106Y12M
68000,桃園市,68000020,中壢區,97.15,2.71,5349.34,35.69,20.69,15,72.52,106Y12M
68000,桃園市,68000100,平鎮區,98.87,2.91,5151.04,34,20.42,13.59,66.54,106Y12M
68000,桃園市,68000010,桃園區,94.42,2.66,12809.2,35.19,21.23,13.96,65.78,106Y12M
68000,桃園市,68000130,復興區,118.85,3.04,34.16,38.2,22.05,16.14,73.2,106Y12M
68000,桃園市,68000110,新屋區,113.72,3.01,561.62,39.7,17.12,22.58,131.94,106Y12M
68000,桃園市,68000040,楊梅區,101.56,2.89,1870.49,34.71,20.61,14.1,68.4,106Y12M
68000,桃園市,68000090,龍潭區,100.36,2.92,1605.05,34.84,18.98,15.86,83.57,106Y12M
68000,桃園市,68000070,龜山區,99.34,2.57,2208.13,33.55,19.37,14.17,73.15,106Y12M
68000,桃園市,68000050,蘆竹區,98.67,2.78,2165.8,35.53,23.66,11.87,50.17,106Y12M
68000,桃園市,68000120,觀音區,108.62,2.93,712.61,35.09,19.09,16,83.79,106Y12M
64000,高雄市,64000050,三民區,93.74,2.51,20265.86,35.72,16.55,19.17,115.78,106Y12M
64000,高雄市,64000160,大社區,103.25,2.65,1371.06,30.06,13.28,16.78,126.4,106Y12M
64000,高雄市,64000140,大寮區,104.6,2.66,1603.28,30.28,13.68,16.6,121.28,106Y12M
64000,高雄市,64000150,大樹區,105.2,3.14,634.93,35.78,14.17,21.61,152.49,106Y12M
64000,高雄市,64000110,小港區,98.71,2.31,3509.01,31.93,16.86,15.07,89.37,106Y12M
